fertilizer_kg_acre,rainfall_mm,temperature,seed_variety,irrigation_type,disease_status,soil_quality,baseline_yield_kg_ha,yield_kg_acre
49.4,1491.0,30.6,BG 358,Partial Irrigation,None,Poor,4153.7,1283.4
74.3,1274.0,30.1,AT 362,Rainfed,None,Good,4275.5,1466.4
69.9,984.0,30.5,AT 362,Rainfed,None,Poor,4234.9,857.4
84.4,1355.0,32.0,BG 359,Rainfed,None,Poor,4275.5,1304.8
115.0,1129.0,31.1,BG 352,Full Irrigation,Moderate,Excellent,4437.9,1731.1
48.5,1761.0,31.9,Traditional,Partial Irrigation,Mild,Poor,4113.1,763.9
89.3,2043.0,25.5,Traditional,Rainfed,Mild,Average,4437.9,871.6
22.5,1294.0,30.8,BG 358,Full Irrigation,None,Poor,4275.5,1283.1
46.2,1333.0,31.4,BG 359,Partial Irrigation,Moderate,Good,4356.7,1390.5
66.4,1771.0,27.0,BG 352,Full Irrigation,None,Good,4234.9,2359.3
23.1,1094.0,32.7,Traditional,Rainfed,None,Excellent,4194.3,821.7
81.8,2108.0,27.0,BG 358,Full Irrigation,None,Excellent,4356.7,2805.3
87.8,1373.0,26.4,BG 358,Rainfed,Moderate,Good,4356.7,1671.6
94.7,1032.0,32.7,BG 359,Partial Irrigation,Severe,Average,4153.7,849.2
71.7,1127.0,26.5,BG 358,Partial Irrigation,Mild,Poor,4356.7,1185.2
80.4,2113.0,28.2,AT 362,Rainfed,Mild,Excellent,4356.7,1445.1
59.6,1221.0,27.7,Traditional,Partial Irrigation,None,Good,4234.9,1476.9
24.1,1761.0,33.0,Traditional,Rainfed,Mild,Poor,4437.9,689.5
30.0,1103.0,28.6,BG 359,Partial Irrigation,None,Good,4316.1,1604.1
85.5,1152.0,30.9,BG 352,Full Irrigation,None,Average,4234.9,1615.3
119.6,2043.0,31.9,Traditional,Rainfed,Severe,Average,4113.1,508.6
21.6,1092.0,30.3,BG 358,Partial Irrigation,Severe,Average,4356.7,616.2
75.8,924.0,33.4,Traditional,Full Irrigation,None,Excellent,4153.7,1425.7
95.1,1552.0,32.0,BG 358,Rainfed,None,Poor,4356.7,1420.8
102.7,2022.0,28.0,BG 359,Rainfed,None,Excellent,4275.5,2173.0
74.5,1324.0,33.5,BG 359,Rainfed,None,Poor,4275.5,1296.8
82.0,1067.0,29.2,BG 359,Partial Irrigation,None,Poor,4153.7,1311.5
89.7,2177.0,24.2,BG 352,Rainfed,Mild,Good,4356.7,1281.4
105.9,1780.0,26.6,BG 359,Full Irrigation,None,Poor,4153.7,2238.4
32.2,2006.0,30.2,BG 359,Rainfed,None,Excellent,4234.9,1293.3
112.6,1878.0,25.6,Traditional,Partial Irrigation,None,Good,4397.3,1464.0
22.6,1808.0,29.8,BG 359,Rainfed,Mild,Average,4437.9,1055.4
103.6,1400.0,27.6,Traditional,Rainfed,None,Average,4437.9,1371.5
27.7,1322.0,29.3,BG 358,Rainfed,None,Excellent,4437.9,1778.8
39.5,1832.0,24.0,BG 358,Partial Irrigation,Mild,Excellent,4316.1,1460.8
20.4,1832.0,32.5,BG 352,Rainfed,Mild,Good,4153.7,911.8
64.5,2136.0,27.6,AT 362,Rainfed,None,Poor,4397.3,982.4
53.4,1639.0,25.4,BG 352,Partial Irrigation,Mild,Good,4397.3,1511.1
36.6,1283.0,28.4,BG 358,Partial Irrigation,None,Poor,4437.9,1409.2
65.1,1536.0,28.9,Traditional,Rainfed,Mild,Average,4316.1,1083.1
60.2,1698.0,30.4,AT 362,Partial Irrigation,None,Good,4153.7,1501.3
96.8,1455.0,29.2,BG 359,Partial Irrigation,Moderate,Average,4275.5,1701.2
109.3,1928.0,24.4,Traditional,Full Irrigation,Severe,Excellent,4275.5,916.7
85.3,1660.0,32.7,AT 362,Partial Irrigation,Mild,Excellent,4397.3,1856.0
32.4,912.0,28.6,Traditional,Full Irrigation,Moderate,Poor,4234.9,650.8
49.5,1641.0,24.8,AT 362,Rainfed,None,Excellent,4194.3,1528.4
111.3,1724.0,31.7,BG 359,Rainfed,Mild,Excellent,4113.1,1859.2
28.9,2090.0,30.6,BG 352,Partial Irrigation,None,Poor,4397.3,865.6
60.7,1438.0,30.5,BG 358,Rainfed,None,Average,4356.7,1365.4
114.3,1647.0,28.3,AT 362,Full Irrigation,None,Excellent,4113.1,2745.6
115.1,1517.0,28.1,BG 358,Partial Irrigation,Mild,Poor,4234.9,1675.6
61.1,1591.0,29.4,AT 362,Partial Irrigation,Mild,Poor,4275.5,1230.5
86.7,987.0,24.5,BG 352,Partial Irrigation,Moderate,Good,4275.5,1146.1
65.7,2066.0,27.0,BG 352,Rainfed,Mild,Excellent,4437.9,1500.1
95.3,2084.0,33.9,BG 358,Partial Irrigation,Moderate,Average,4153.7,1157.7
23.2,1612.0,30.6,BG 358,Full Irrigation,Moderate,Excellent,4194.3,1603.2
34.4,1624.0,28.2,Traditional,Partial Irrigation,Moderate,Good,4153.7,1021.7
81.4,975.0,26.2,BG 358,Partial Irrigation,None,Poor,4194.3,1315.1
43.3,1677.0,31.5,BG 359,Partial Irrigation,None,Average,4437.9,1566.2
86.6,1458.0,26.6,BG 359,Partial Irrigation,Mild,Good,4437.9,2139.4
55.1,1822.0,25.6,BG 358,Full Irrigation,Severe,Average,4113.1,878.7
108.7,961.0,25.5,Traditional,Full Irrigation,None,Poor,4316.1,1119.1
101.9,1824.0,31.3,AT 362,Partial Irrigation,None,Poor,4194.3,1181.5
69.3,1273.0,30.4,BG 352,Full Irrigation,None,Good,4153.7,2081.7
97.3,1747.0,24.7,BG 358,Rainfed,None,Excellent,4194.3,1960.6
47.1,1715.0,25.2,BG 352,Rainfed,Moderate,Average,4153.7,874.9
69.4,1195.0,30.3,BG 358,Rainfed,None,Excellent,4275.5,1506.1
39.7,1473.0,29.7,AT 362,Full Irrigation,None,Good,4437.9,2080.9
106.1,1986.0,30.9,Traditional,Partial Irrigation,Mild,Average,4316.1,1145.5
102.3,1687.0,25.8,BG 359,Partial Irrigation,None,Good,4356.7,2249.1
110.2,989.0,31.3,BG 352,Rainfed,None,Average,4275.5,1345.1
107.7,1476.0,33.4,BG 352,Partial Irrigation,Mild,Excellent,4113.1,2036.4
116.0,1305.0,30.0,BG 359,Rainfed,None,Excellent,4113.1,2083.3
42.8,1734.0,26.0,BG 358,Partial Irrigation,Severe,Excellent,4194.3,963.0
113.2,1699.0,30.8,BG 359,Partial Irrigation,Mild,Poor,4194.3,1464.8
77.1,914.0,27.4,BG 352,Full Irrigation,Severe,Poor,4397.3,862.6
62.2,1690.0,24.5,BG 358,Full Irrigation,None,Excellent,4397.3,2501.9
76.0,1855.0,27.0,BG 359,Rainfed,Mild,Excellent,4397.3,1720.1
54.3,1899.0,33.1,BG 358,Full Irrigation,Mild,Good,4316.1,1800.1
48.9,977.0,28.1,BG 358,Partial Irrigation,Mild,Poor,4316.1,1102.8
44.1,1295.0,32.6,BG 358,Partial Irrigation,None,Excellent,4316.1,1928.9
28.2,1448.0,29.1,BG 352,Partial Irrigation,None,Average,4234.9,1394.8
69.7,1134.0,29.2,BG 358,Rainfed,None,Average,4356.7,1404.9
108.8,1447.0,24.1,BG 358,Rainfed,Moderate,Average,4397.3,1354.4
83.0,992.0,30.4,Traditional,Partial Irrigation,Moderate,Average,4356.7,817.8
72.1,1047.0,25.1,Traditional,Full Irrigation,None,Average,4316.1,1195.0
62.9,1769.0,28.8,BG 359,Partial Irrigation,Mild,Average,4113.1,1658.1
66.4,1241.0,26.6,BG 358,Partial Irrigation,Mild,Good,4356.7,1982.8
40.9,1825.0,27.9,BG 359,Full Irrigation,Mild,Poor,4234.9,1491.1
102.3,963.0,29.4,AT 362,Full Irrigation,None,Average,4356.7,1862.5
39.8,1632.0,24.1,BG 358,Partial Irrigation,Moderate,Poor,4275.5,987.6
91.7,1409.0,26.8,AT 362,Rainfed,Mild,Good,4397.3,1660.4
96.0,1936.0,33.9,Traditional,Full Irrigation,Mild,Excellent,4234.9,1414.2
77.5,1919.0,24.6,BG 359,Full Irrigation,Mild,Excellent,4437.9,2083.4
106.3,1388.0,27.2,BG 352,Full Irrigation,Mild,Poor,4397.3,1974.7
49.1,1710.0,27.2,BG 352,Full Irrigation,None,Good,4194.3,2237.5
108.2,1196.0,27.8,Traditional,Partial Irrigation,Moderate,Poor,4275.5,821.9
92.9,1655.0,30.8,BG 359,Rainfed,None,Average,4275.5,1666.4
99.9,1006.0,26.5,BG 358,Rainfed,Moderate,Average,4356.7,1199.7
86.5,1465.0,28.6,AT 362,Full Irrigation,Moderate,Good,4356.7,1887.9
104.6,1138.0,30.4,Traditional,Partial Irrigation,Mild,Average,4397.3,1029.3
119.3,2048.0,27.2,BG 359,Partial Irrigation,Mild,Good,4234.9,2117.2
62.0,1478.0,33.5,BG 358,Partial Irrigation,None,Good,4275.5,1785.0
101.4,1668.0,33.8,Traditional,Full Irrigation,None,Excellent,4234.9,1969.1
94.5,1368.0,25.2,BG 352,Partial Irrigation,Mild,Poor,4437.9,1361.4
65.3,1275.0,27.4,Traditional,Rainfed,None,Excellent,4194.3,1328.6
112.7,1164.0,26.1,BG 359,Full Irrigation,None,Excellent,4316.1,2764.0
59.4,2085.0,25.9,BG 352,Partial Irrigation,Severe,Good,4153.7,827.9
76.5,1939.0,28.9,BG 358,Rainfed,None,Excellent,4397.3,1987.7
30.6,1073.0,29.6,AT 362,Rainfed,None,Poor,4234.9,826.7
42.6,1871.0,28.3,AT 362,Partial Irrigation,None,Poor,4234.9,1089.9
104.1,1444.0,26.7,BG 352,Full Irrigation,Mild,Poor,4316.1,1784.0
59.7,920.0,26.8,AT 362,Rainfed,None,Excellent,4275.5,1486.1
59.4,1587.0,33.9,Traditional,Rainfed,Mild,Average,4397.3,939.1
44.6,1069.0,33.2,AT 362,Rainfed,None,Average,4275.5,944.3
69.2,1173.0,24.8,AT 362,Rainfed,None,Good,4275.5,1050.9
100.6,1805.0,30.6,BG 352,Partial Irrigation,None,Average,4113.1,1456.5
109.5,1234.0,28.6,AT 362,Rainfed,None,Good,4113.1,1817.7
27.0,2059.0,30.9,AT 362,Full Irrigation,Moderate,Excellent,4234.9,1264.4
77.5,1754.0,30.0,BG 352,Partial Irrigation,None,Average,4437.9,1846.7
66.7,1982.0,32.9,BG 358,Partial Irrigation,None,Excellent,4437.9,1833.7
81.4,1700.0,24.7,Traditional,Rainfed,None,Good,4316.1,1223.8
64.7,2030.0,27.5,Traditional,Rainfed,None,Average,4316.1,955.6
59.9,1370.0,33.9,BG 352,Partial Irrigation,None,Excellent,4234.9,1772.8
67.2,1614.0,25.8,AT 362,Rainfed,None,Average,4153.7,1220.1
78.2,1571.0,25.3,BG 359,Partial Irrigation,Severe,Poor,4113.1,819.8
70.1,2075.0,31.3,BG 359,Partial Irrigation,None,Average,4234.9,1515.5
67.2,1114.0,31.8,BG 359,Partial Irrigation,Mild,Excellent,4194.3,1582.6
101.8,1651.0,30.7,Traditional,Partial Irrigation,Mild,Good,4153.7,1323.7
94.6,1881.0,31.8,BG 359,Full Irrigation,None,Good,4194.3,2328.0
54.1,1381.0,30.9,BG 359,Full Irrigation,Mild,Good,4113.1,1794.4
100.1,2028.0,25.4,AT 362,Rainfed,Moderate,Poor,4316.1,886.7
105.4,1385.0,30.1,BG 359,Partial Irrigation,Mild,Poor,4437.9,1685.7
35.3,1125.0,31.8,Traditional,Full Irrigation,Severe,Average,4356.7,555.4
78.3,1659.0,32.7,BG 358,Full Irrigation,Mild,Excellent,4275.5,2451.4
48.5,1447.0,26.5,Traditional,Rainfed,None,Poor,4234.9,867.0
93.9,920.0,25.3,AT 362,Full Irrigation,Moderate,Good,4194.3,1352.5
43.9,991.0,31.8,Traditional,Full Irrigation,None,Excellent,4153.7,1191.0
87.1,1154.0,26.6,BG 358,Partial Irrigation,Mild,Poor,4316.1,1282.8
45.5,1900.0,24.3,BG 359,Full Irrigation,Mild,Poor,4316.1,1293.4
71.1,2060.0,32.3,BG 352,Partial Irrigation,Moderate,Excellent,4113.1,1282.1
114.9,1609.0,29.1,Traditional,Full Irrigation,Moderate,Poor,4234.9,1323.0
58.1,1037.0,27.3,Traditional,Full Irrigation,None,Good,4194.3,1379.0
107.6,1595.0,24.1,BG 358,Full Irrigation,Mild,Excellent,4153.7,2413.5
118.7,2012.0,24.4,BG 352,Full Irrigation,None,Average,4356.7,2115.5
107.5,1874.0,31.9,AT 362,Full Irrigation,Mild,Average,4275.5,1558.6
36.6,1278.0,28.9,AT 362,Partial Irrigation,Mild,Good,4316.1,1494.5
102.0,1061.0,25.5,BG 359,Partial Irrigation,None,Good,4356.7,1807.8
23.2,2071.0,27.6,BG 352,Partial Irrigation,Moderate,Excellent,4437.9,1281.0
59.3,2010.0,25.7,Traditional,Full Irrigation,None,Good,4397.3,1289.6
107.1,970.0,25.1,BG 359,Partial Irrigation,None,Excellent,4316.1,1912.0
88.9,1971.0,26.8,AT 362,Rainfed,Severe,Poor,4397.3,609.2
73.3,1026.0,29.5,Traditional,Full Irrigation,Mild,Average,4275.5,1235.0
58.8,982.0,26.1,BG 359,Full Irrigation,Mild,Poor,4437.9,1525.5
101.2,1886.0,27.4,BG 352,Full Irrigation,None,Good,4356.7,2312.7
91.0,1597.0,28.8,Traditional,Rainfed,None,Poor,4316.1,1091.1
66.8,1439.0,28.2,AT 362,Full Irrigation,None,Excellent,4437.9,2671.2
109.2,2075.0,25.3,Traditional,Full Irrigation,None,Excellent,4275.5,1710.9
43.0,1991.0,24.4,AT 362,Rainfed,None,Excellent,4356.7,1148.0
37.0,975.0,24.4,Traditional,Rainfed,None,Excellent,4194.3,815.7
84.3,1701.0,27.5,Traditional,Rainfed,Mild,Poor,4437.9,945.1
117.2,1904.0,31.2,BG 358,Full Irrigation,None,Good,4316.1,2550.4
44.7,1616.0,25.3,BG 352,Full Irrigation,Mild,Good,4397.3,1790.7
45.0,2178.0,31.9,BG 352,Partial Irrigation,Moderate,Good,4275.5,1031.4
33.9,1792.0,31.2,AT 362,Partial Irrigation,None,Excellent,4397.3,1605.9
106.1,1035.0,24.0,BG 358,Partial Irrigation,Mild,Good,4113.1,1467.0
42.6,1158.0,24.3,BG 359,Full Irrigation,None,Poor,4153.7,1232.1
70.3,1974.0,26.0,AT 362,Rainfed,None,Excellent,4275.5,1319.8
119.1,2196.0,24.6,BG 359,Rainfed,Mild,Average,4356.7,1386.4
21.2,1028.0,29.3,BG 352,Rainfed,None,Average,4397.3,1032.8
75.6,1030.0,24.4,BG 358,Full Irrigation,None,Good,4234.9,2004.4
71.2,1892.0,32.0,BG 352,Partial Irrigation,Moderate,Excellent,4316.1,1440.1
100.7,984.0,28.9,BG 358,Full Irrigation,None,Good,4275.5,2278.0
55.5,989.0,31.3,AT 362,Full Irrigation,Mild,Poor,4437.9,1058.3
61.0,2055.0,31.5,BG 359,Rainfed,Mild,Good,4316.1,1328.6
36.8,1941.0,29.1,AT 362,Full Irrigation,None,Good,4234.9,1811.8
94.1,2046.0,33.3,BG 352,Rainfed,Mild,Poor,4437.9,936.2
98.5,1746.0,33.9,AT 362,Full Irrigation,None,Good,4113.1,2161.0
33.7,1319.0,27.6,BG 359,Full Irrigation,None,Excellent,4437.9,2530.9
59.3,2078.0,25.3,BG 358,Full Irrigation,Severe,Excellent,4153.7,1032.7
109.3,1288.0,27.6,AT 362,Rainfed,None,Average,4194.3,1549.9
20.3,1258.0,26.2,BG 352,Full Irrigation,Mild,Good,4397.3,1793.4
49.9,2052.0,29.3,BG 359,Full Irrigation,None,Excellent,4356.7,2394.3
75.5,1785.0,27.8,BG 359,Rainfed,None,Good,4437.9,2095.6
53.4,2064.0,28.8,BG 352,Partial Irrigation,Mild,Average,4356.7,1368.2
47.2,1103.0,31.6,Traditional,Full Irrigation,Mild,Poor,4316.1,833.4
66.0,2138.0,26.7,BG 358,Partial Irrigation,None,Poor,4234.9,1367.8
38.2,1697.0,29.4,BG 352,Partial Irrigation,Mild,Good,4113.1,1501.0
73.0,1768.0,27.4,BG 359,Rainfed,None,Excellent,4153.7,2024.5
90.7,2088.0,31.8,Traditional,Partial Irrigation,None,Good,4194.3,1253.6
77.5,1395.0,30.4,AT 362,Full Irrigation,Mild,Excellent,4113.1,2084.5
29.3,1835.0,24.1,AT 362,Partial Irrigation,Mild,Good,4275.5,1113.8
104.4,1732.0,30.6,Traditional,Full Irrigation,None,Average,4356.7,1557.8
37.5,1924.0,25.7,BG 352,Full Irrigation,Mild,Good,4437.9,1560.5
96.5,2066.0,31.2,BG 359,Full Irrigation,None,Average,4275.5,2021.3
56.1,1784.0,29.7,BG 358,Partial Irrigation,Severe,Poor,4397.3,896.7
98.3,988.0,28.0,AT 362,Full Irrigation,Moderate,Good,4437.9,1632.3
40.6,1138.0,30.9,Traditional,Rainfed,None,Good,4397.3,809.0
38.7,2140.0,32.6,BG 352,Partial Irrigation,None,Excellent,4275.5,1507.5
69.7,2159.0,31.8,BG 352,Rainfed,Severe,Poor,4194.3,519.0
23.3,2158.0,29.5,Traditional,Full Irrigation,Moderate,Average,4437.9,904.7
42.5,948.0,31.2,BG 359,Full Irrigation,None,Poor,4194.3,1279.5
92.4,1397.0,28.1,BG 358,Partial Irrigation,None,Excellent,4234.9,2407.2
103.7,1888.0,31.9,BG 352,Partial Irrigation,None,Excellent,4113.1,1976.8
28.1,1879.0,32.3,BG 358,Partial Irrigation,Moderate,Average,4397.3,947.4
108.2,1012.0,25.4,BG 352,Full Irrigation,Moderate,Excellent,4316.1,1757.3
99.8,1692.0,26.4,BG 358,Rainfed,Moderate,Good,4113.1,1558.6
107.0,1086.0,26.7,BG 352,Full Irrigation,None,Average,4153.7,1943.3
89.8,1541.0,25.7,BG 352,Rainfed,Moderate,Average,4275.5,1105.3
87.4,1212.0,27.9,Traditional,Rainfed,None,Good,4275.5,1432.3
72.5,969.0,25.9,AT 362,Full Irrigation,None,Poor,4397.3,1234.4
85.3,1004.0,30.0,Traditional,Full Irrigation,None,Poor,4194.3,1107.4
111.9,2084.0,25.0,BG 358,Partial Irrigation,None,Excellent,4437.9,2348.6
30.1,1868.0,26.7,BG 358,Partial Irrigation,Mild,Poor,4275.5,1084.9
51.6,2111.0,30.7,BG 358,Full Irrigation,None,Poor,4397.3,1374.5
27.2,1511.0,28.0,BG 359,Full Irrigation,None,Excellent,4194.3,2225.1
114.5,1437.0,28.2,BG 352,Full Irrigation,Moderate,Excellent,4113.1,2512.4
64.5,1366.0,32.0,BG 358,Full Irrigation,None,Excellent,4113.1,2296.9
87.5,1701.0,33.8,Traditional,Partial Irrigation,None,Poor,4234.9,1113.9
104.1,1357.0,29.7,BG 358,Rainfed,None,Excellent,4437.9,2441.1
119.1,1870.0,24.8,AT 362,Rainfed,None,Average,4113.1,1278.4
36.2,1942.0,25.0,BG 358,Partial Irrigation,None,Poor,4234.9,1056.3
100.0,2039.0,33.7,Traditional,Partial Irrigation,Mild,Excellent,4113.1,1353.7
108.7,1216.0,30.8,AT 362,Full Irrigation,None,Average,4437.9,1933.4
24.9,1585.0,31.5,Traditional,Rainfed,None,Good,4356.7,952.8
95.4,1190.0,30.8,BG 359,Full Irrigation,Moderate,Poor,4356.7,1208.8
55.5,949.0,25.8,Traditional,Full Irrigation,None,Poor,4356.7,905.3
84.9,1820.0,28.5,BG 358,Full Irrigation,Mild,Excellent,4316.1,2477.5
71.4,1614.0,32.0,BG 359,Partial Irrigation,None,Good,4356.7,1948.8
46.0,1841.0,32.7,BG 352,Rainfed,Moderate,Excellent,4113.1,986.8
33.5,1014.0,26.4,BG 352,Partial Irrigation,None,Poor,4397.3,1052.4
31.7,2194.0,30.0,AT 362,Partial Irrigation,Mild,Excellent,4356.7,1368.0
30.3,2193.0,25.6,BG 358,Partial Irrigation,Mild,Excellent,4356.7,1446.7
83.8,1504.0,33.6,BG 352,Partial Irrigation,Mild,Excellent,4234.9,1888.3
55.1,2026.0,26.5,BG 358,Partial Irrigation,Moderate,Poor,4397.3,1034.8
41.7,1217.0,31.3,BG 358,Partial Irrigation,None,Poor,4234.9,1319.5
89.2,1859.0,26.3,AT 362,Rainfed,None,Good,4113.1,1567.9
88.7,2043.0,30.2,BG 352,Partial Irrigation,Moderate,Poor,4437.9,1020.2
73.9,1959.0,30.6,BG 352,Rainfed,Moderate,Poor,4194.3,786.1
113.5,1955.0,27.3,AT 362,Partial Irrigation,None,Excellent,4113.1,2056.6
58.5,1502.0,32.2,BG 352,Partial Irrigation,Mild,Good,4316.1,1619.3
103.6,1966.0,32.9,BG 359,Full Irrigation,Mild,Excellent,4194.3,2423.9
27.5,1798.0,32.6,AT 362,Full Irrigation,Mild,Excellent,4397.3,1780.2
94.0,1072.0,27.3,BG 359,Partial Irrigation,Moderate,Poor,4234.9,1091.5
118.8,1048.0,31.4,BG 352,Rainfed,Moderate,Excellent,4113.1,1194.8
104.7,1903.0,29.6,AT 362,Full Irrigation,None,Poor,4437.9,1804.7
78.0,1713.0,29.9,BG 352,Rainfed,Mild,Average,4275.5,1489.8
82.7,1575.0,28.8,BG 358,Rainfed,None,Average,4194.3,1685.1
55.3,2079.0,30.0,BG 352,Rainfed,None,Poor,4356.7,917.7
87.9,1757.0,25.4,BG 359,Full Irrigation,Moderate,Good,4275.5,2068.6
97.0,1415.0,28.1,AT 362,Partial Irrigation,Mild,Poor,4113.1,1321.1
119.8,1438.0,25.8,AT 362,Rainfed,None,Excellent,4356.7,1841.2
69.2,1687.0,26.8,BG 352,Rainfed,Mild,Excellent,4234.9,1622.6
26.1,1888.0,25.3,BG 358,Partial Irrigation,None,Good,4356.7,1336.9
79.6,1634.0,26.1,BG 352,Full Irrigation,None,Poor,4437.9,2029.2
31.9,1561.0,31.8,BG 358,Partial Irrigation,Mild,Good,4316.1,1561.8
44.5,1845.0,29.5,BG 358,Rainfed,Mild,Good,4356.7,1371.0
52.9,1817.0,24.2,AT 362,Partial Irrigation,None,Average,4194.3,1192.4
93.1,1979.0,31.9,AT 362,Partial Irrigation,None,Average,4194.3,1370.6
38.4,981.0,33.1,Traditional,Rainfed,Mild,Average,4234.9,610.7
36.6,1881.0,32.8,BG 358,Rainfed,None,Excellent,4397.3,1512.8
24.5,1568.0,32.2,BG 352,Rainfed,Moderate,Poor,4275.5,752.1
107.3,997.0,33.9,BG 352,Partial Irrigation,None,Good,4234.9,1633.2
89.4,1783.0,29.9,Traditional,Rainfed,Moderate,Average,4397.3,950.6
24.0,1832.0,33.6,Traditional,Rainfed,None,Good,4397.3,824.4
22.8,1581.0,33.5,BG 358,Rainfed,None,Poor,4437.9,988.0
75.9,1932.0,27.1,Traditional,Full Irrigation,None,Excellent,4194.3,1752.0
48.3,1290.0,32.6,BG 359,Partial Irrigation,Mild,Average,4356.7,1465.2
79.7,1162.0,31.9,BG 352,Full Irrigation,Severe,Excellent,4316.1,1064.3
63.5,1356.0,31.8,BG 358,Partial Irrigation,None,Poor,4275.5,1282.2
112.3,1433.0,33.0,BG 358,Rainfed,None,Good,4234.9,2047.7
48.8,1805.0,27.8,AT 362,Rainfed,None,Good,4153.7,1289.6
87.9,1999.0,28.0,BG 352,Full Irrigation,Mild,Excellent,4194.3,2282.5
25.4,1837.0,30.4,BG 352,Partial Irrigation,None,Poor,4275.5,916.1
115.6,1126.0,31.4,AT 362,Rainfed,Moderate,Good,4397.3,1031.5
118.1,1376.0,32.8,BG 358,Partial Irrigation,None,Poor,4397.3,1708.6
93.9,1106.0,32.8,BG 358,Partial Irrigation,Mild,Average,4153.7,1299.0
66.5,1793.0,31.2,Traditional,Rainfed,Moderate,Poor,4356.7,675.4
42.0,1223.0,33.6,Traditional,Full Irrigation,None,Poor,4113.1,1040.3
101.3,1583.0,25.8,BG 359,Rainfed,None,Excellent,4356.7,2141.8
93.6,1929.0,33.5,Traditional,Rainfed,Moderate,Good,4234.9,871.3
42.2,1772.0,24.6,Traditional,Full Irrigation,None,Excellent,4275.5,1651.8
65.1,1288.0,29.6,BG 359,Partial Irrigation,Mild,Good,4356.7,2053.6
66.3,1333.0,24.9,Traditional,Rainfed,Moderate,Good,4234.9,898.9
102.6,1749.0,29.7,BG 352,Rainfed,None,Poor,4397.3,1516.2
88.4,1614.0,27.9,BG 352,Partial Irrigation,Moderate,Excellent,4275.5,1690.6
84.3,1025.0,24.8,Traditional,Full Irrigation,None,Poor,4437.9,1037.6
85.0,2036.0,30.5,BG 352,Rainfed,Mild,Poor,4316.1,930.2
47.0,1566.0,31.3,AT 362,Partial Irrigation,None,Good,4194.3,1492.8
57.2,1515.0,25.7,BG 359,Partial Irrigation,None,Good,4356.7,1799.4
24.6,1158.0,30.9,AT 362,Full Irrigation,None,Poor,4234.9,1000.4
98.7,1390.0,25.8,AT 362,Full Irrigation,None,Good,4275.5,2328.2
63.3,1333.0,25.4,BG 352,Rainfed,None,Good,4153.7,1494.8
63.8,1252.0,25.5,BG 358,Partial Irrigation,None,Average,4153.7,1674.9
44.5,1638.0,30.0,AT 362,Full Irrigation,Mild,Good,4316.1,1789.8
40.9,1501.0,31.8,Traditional,Partial Irrigation,None,Good,4153.7,1071.3
78.8,2056.0,30.0,Traditional,Rainfed,None,Average,4437.9,1197.7
43.3,2124.0,32.1,Traditional,Rainfed,None,Poor,4397.3,701.6
26.4,1185.0,29.9,Traditional,Partial Irrigation,None,Average,4356.7,906.7
96.8,1030.0,32.0,Traditional,Full Irrigation,None,Excellent,4356.7,1584.9
57.6,1921.0,33.8,BG 359,Rainfed,None,Average,4316.1,1224.3
58.0,2193.0,27.9,BG 358,Rainfed,Mild,Good,4113.1,1270.0
63.1,2023.0,25.5,BG 359,Rainfed,Mild,Average,4234.9,1098.3
101.5,931.0,25.4,AT 362,Partial Irrigation,Mild,Good,4275.5,1386.0
52.1,1227.0,30.0,BG 359,Rainfed,None,Good,4437.9,1777.3
95.8,956.0,29.5,Traditional,Rainfed,Moderate,Average,4153.7,752.7
114.0,1967.0,25.8,AT 362,Partial Irrigation,Mild,Good,4275.5,1734.5
86.1,1656.0,32.8,BG 358,Full Irrigation,Mild,Excellent,4234.9,2396.6
63.2,1568.0,33.6,Traditional,Rainfed,None,Excellent,4153.7,1181.0
94.8,1621.0,26.5,Traditional,Partial Irrigation,None,Excellent,4113.1,1749.6
65.8,1228.0,26.1,BG 359,Partial Irrigation,None,Poor,4234.9,1624.3
61.4,1682.0,26.1,BG 352,Full Irrigation,None,Excellent,4113.1,2410.6
72.5,940.0,27.9,BG 358,Full Irrigation,Mild,Good,4113.1,1986.6
51.8,1740.0,32.5,Traditional,Full Irrigation,None,Average,4234.9,1304.3
30.4,1855.0,30.0,BG 352,Rainfed,None,Average,4153.7,1031.9
61.5,1775.0,24.7,BG 359,Full Irrigation,None,Poor,4275.5,1657.8
32.4,1332.0,28.7,AT 362,Rainfed,None,Excellent,4113.1,1454.3
61.0,1974.0,24.9,BG 358,Full Irrigation,None,Excellent,4194.3,2050.6
75.7,1830.0,28.1,Traditional,Rainfed,None,Poor,4275.5,876.9
113.1,1067.0,28.0,BG 359,Rainfed,None,Good,4437.9,1917.9
23.6,1154.0,30.5,BG 352,Rainfed,None,Good,4316.1,1024.7
82.1,1728.0,29.5,BG 358,Rainfed,Mild,Poor,4397.3,1388.8
65.8,1276.0,32.7,BG 358,Partial Irrigation,Severe,Good,4234.9,1014.2
22.0,1055.0,24.2,BG 358,Partial Irrigation,Moderate,Excellent,4275.5,961.6
45.0,1101.0,31.7,Traditional,Full Irrigation,Mild,Average,4234.9,955.2
31.8,1115.0,24.2,BG 358,Rainfed,None,Good,4397.3,1171.8
41.7,1521.0,27.0,BG 359,Rainfed,Mild,Excellent,4437.9,1687.6
47.5,1690.0,32.8,BG 359,Rainfed,Moderate,Average,4437.9,1087.1
60.1,1129.0,30.9,BG 358,Rainfed,None,Poor,4356.7,980.9
