temperature,humidity,rainfall_7d_mm,growth_stage,likely_pest,risk_score,risk_level
26.6,45.3,55.7,Vegetative,Stem Borer,0.693,High
18.7,78.8,50.3,Vegetative,Stem Borer,0.696,High
28.7,84.8,58.9,Ripening,Rice Bug,0.957,High
37.9,43.2,111.4,Tillering,Stem Borer,0.414,Low
37.2,46.7,57.4,Vegetative,Stem Borer,0.41,Low
18.8,84.5,61.8,Ripening,Rice Bug,0.728,High
32.1,36.0,106.4,Seedling,Rice Bug,0.283,Low
24.0,43.4,98.1,Vegetative,Leaf Folder,0.701,High
36.1,61.9,28.8,Flowering,Rice Bug,0.784,High
18.9,95.1,1.6,Tillering,Brown Planthopper,0.648,Medium
36.7,69.3,75.5,Seedling,Rice Bug,0.505,Medium
34.7,57.1,101.4,Ripening,Rice Bug,0.704,High
20.4,98.5,66.3,Vegetative,Rice Blast Risk,1.0,High
19.2,62.5,25.3,Flowering,Rice Bug,0.455,Medium
34.7,60.4,89.0,Vegetative,Stem Borer,0.464,Medium
21.1,58.8,80.3,Flowering,Rice Blast Risk,0.589,Medium
28.7,51.9,67.8,Ripening,Rice Bug,0.808,High
36.3,52.8,103.6,Flowering,Rice Bug,0.803,High
29.3,78.1,94.1,Ripening,Rice Bug,0.986,High
25.9,32.9,80.2,Tillering,Leaf Folder,0.629,Medium
26.9,77.7,79.8,Seedling,Stem Borer,0.787,High
19.3,44.1,79.5,Tillering,Stem Borer,0.392,Low
37.4,56.9,63.0,Tillering,Stem Borer,0.332,Low
24.2,40.3,55.7,Flowering,Rice Blast Risk,0.6,Medium
21.8,68.7,85.2,Vegetative,Rice Blast Risk,0.557,Medium
23.7,81.1,73.3,Flowering,Rice Bug,0.825,High
37.3,54.8,58.8,Tillering,Stem Borer,0.412,Low
19.9,41.4,15.2,Flowering,Rice Bug,0.499,Medium
35.3,45.9,84.2,Tillering,Stem Borer,0.476,Medium
32.2,87.3,77.5,Vegetative,Stem Borer,0.623,Medium
34.6,48.7,41.1,Vegetative,Stem Borer,0.371,Low
37.5,84.2,42.8,Ripening,Rice Bug,0.956,High
34.8,53.2,29.6,Seedling,Rice Bug,0.14,Low
36.9,43.2,115.4,Vegetative,Stem Borer,0.444,Medium
20.5,80.9,103.2,Tillering,Stem Borer,0.672,Medium
33.9,62.8,67.3,Seedling,Rice Bug,0.295,Low
28.9,32.2,48.2,Ripening,Rice Bug,0.769,High
28.9,97.2,88.4,Vegetative,Leaf Folder,1.0,High
36.0,40.3,63.3,Vegetative,Stem Borer,0.377,Low
37.4,54.7,117.1,Vegetative,Stem Borer,0.362,Low
32.1,56.9,6.6,Seedling,Rice Bug,0.254,Low
27.7,64.3,4.1,Flowering,Rice Bug,0.796,High
27.1,85.0,68.2,Tillering,Leaf Folder,0.997,High
25.7,30.4,24.4,Vegetative,Leaf Folder,0.615,Medium
25.2,95.3,72.5,Ripening,Rice Blast Risk,0.94,High
25.8,75.2,93.8,Flowering,Rice Bug,0.76,High
19.8,96.5,16.6,Tillering,Brown Planthopper,0.672,Medium
19.5,87.2,52.9,Tillering,Stem Borer,0.696,High
33.6,94.9,82.6,Flowering,Rice Bug,0.988,High
26.9,72.1,100.1,Seedling,Stem Borer,0.678,Medium
36.6,55.0,59.6,Ripening,Rice Bug,0.765,High
30.2,61.0,24.7,Vegetative,Stem Borer,0.728,High
18.7,76.1,70.3,Seedling,Stem Borer,0.498,Medium
21.2,59.9,54.5,Tillering,Rice Blast Risk,0.588,Medium
22.1,81.2,92.6,Ripening,Rice Bug,0.83,High
37.5,36.4,66.7,Flowering,Rice Bug,0.709,High
22.4,88.1,33.5,Vegetative,Rice Blast Risk,0.92,High
28.3,44.3,90.5,Vegetative,Stem Borer,0.699,High
36.7,96.1,62.1,Tillering,Stem Borer,0.743,High
37.5,40.9,21.3,Vegetative,Stem Borer,0.435,Medium
22.7,39.0,67.6,Ripening,Rice Blast Risk,0.611,Medium
19.0,86.8,113.8,Vegetative,Stem Borer,0.573,Medium
21.1,87.3,84.7,Vegetative,Rice Blast Risk,1.0,High
19.3,81.7,35.9,Seedling,Brown Planthopper,0.517,Medium
21.9,97.2,85.3,Flowering,Rice Blast Risk,0.923,High
29.4,48.9,33.9,Seedling,Brown Planthopper,0.436,Medium
36.2,87.9,65.1,Ripening,Rice Bug,1.0,High
28.7,54.6,63.2,Ripening,Rice Bug,0.769,High
30.5,67.6,29.7,Seedling,Rice Bug,0.55,Medium
22.0,61.2,41.7,Seedling,Rice Blast Risk,0.572,Medium
34.0,30.4,113.1,Ripening,Rice Bug,0.676,Medium
30.4,70.2,30.1,Seedling,Stem Borer,0.693,High
35.3,82.3,96.1,Tillering,Stem Borer,0.619,Medium
37.0,42.2,80.1,Ripening,Rice Bug,0.782,High
25.0,95.2,63.9,Seedling,Rice Blast Risk,1.0,High
19.8,67.1,16.5,Flowering,Rice Bug,0.688,High
22.5,42.5,24.5,Vegetative,Stem Borer,0.366,Low
26.8,75.2,21.5,Tillering,Leaf Folder,0.956,High
36.9,43.4,70.4,Ripening,Rice Bug,0.727,High
25.6,34.4,116.8,Flowering,Rice Blast Risk,0.571,Medium
33.4,78.0,105.3,Vegetative,Stem Borer,0.678,Medium
28.8,37.7,3.0,Ripening,Rice Bug,0.783,High
21.7,37.4,32.8,Tillering,Rice Blast Risk,0.603,Medium
24.4,81.8,18.9,Seedling,Leaf Folder,0.705,High
31.1,33.9,117.1,Vegetative,Stem Borer,0.644,Medium
31.5,86.7,28.3,Vegetative,Stem Borer,1.0,High
26.7,85.7,24.2,Flowering,Brown Planthopper,1.0,High
22.6,39.9,74.5,Ripening,Rice Blast Risk,0.628,Medium
32.4,66.3,66.7,Seedling,Rice Bug,0.492,Medium
21.4,36.8,27.1,Flowering,Rice Bug,0.462,Medium
36.7,74.3,80.4,Ripening,Rice Bug,0.951,High
21.8,34.4,11.6,Ripening,Rice Bug,0.445,Medium
20.1,96.1,2.3,Flowering,Rice Blast Risk,0.801,High
28.0,44.5,9.9,Vegetative,Leaf Folder,0.692,High
28.4,77.8,43.8,Seedling,Stem Borer,0.765,High
28.2,39.0,117.0,Ripening,Rice Bug,0.726,High
26.7,44.7,65.7,Tillering,Stem Borer,0.698,High
37.9,61.6,90.6,Vegetative,Stem Borer,0.395,Low
27.7,70.1,38.6,Flowering,Rice Bug,0.968,High
27.6,99.9,86.3,Flowering,Rice Bug,1.0,High
26.4,31.8,115.9,Ripening,Rice Blast Risk,0.568,Medium
19.3,30.0,42.9,Ripening,Rice Bug,0.507,Medium
29.9,54.5,119.9,Ripening,Rice Bug,0.768,High
22.6,55.6,76.6,Seedling,Rice Blast Risk,0.581,Medium
30.8,91.9,89.8,Seedling,Stem Borer,0.73,High
19.0,93.9,30.3,Vegetative,Brown Planthopper,0.658,Medium
37.6,91.6,77.2,Flowering,Rice Bug,1.0,High
27.4,40.0,61.3,Tillering,Stem Borer,0.713,High
35.9,58.8,114.8,Ripening,Rice Bug,0.728,High
27.5,82.2,108.6,Ripening,Rice Bug,1.0,High
19.2,51.9,47.6,Ripening,Rice Bug,0.517,Medium
34.4,76.4,113.6,Seedling,Rice Bug,0.554,Medium
31.0,46.6,106.2,Flowering,Rice Bug,0.698,High
33.6,52.6,70.8,Ripening,Rice Bug,0.816,High
26.6,90.2,9.9,Ripening,Rice Blast Risk,0.801,High
30.8,47.5,19.3,Vegetative,Stem Borer,0.575,Medium
35.1,97.5,9.2,Flowering,Rice Bug,0.973,High
30.6,51.4,13.0,Tillering,Stem Borer,0.55,Medium
25.0,31.6,117.2,Seedling,Rice Blast Risk,0.463,Medium
31.3,47.8,25.5,Vegetative,Stem Borer,0.734,High
31.4,42.0,82.9,Vegetative,Stem Borer,0.799,High
37.2,65.5,76.4,Ripening,Rice Bug,0.919,High
25.4,37.9,75.7,Seedling,Rice Blast Risk,0.502,Medium
26.5,73.8,24.8,Seedling,Stem Borer,0.738,High
34.2,91.2,69.5,Tillering,Stem Borer,0.698,High
28.1,55.4,75.1,Tillering,Stem Borer,0.742,High
32.7,41.8,68.4,Tillering,Stem Borer,0.395,Low
27.2,58.0,22.3,Seedling,Brown Planthopper,0.371,Low
22.3,85.0,86.8,Tillering,Rice Blast Risk,0.989,High
32.9,71.4,8.8,Ripening,Rice Bug,0.881,High
20.6,37.1,70.9,Seedling,Rice Blast Risk,0.493,Medium
22.0,67.6,52.4,Flowering,Rice Bug,0.797,High
30.5,62.8,30.0,Seedling,Stem Borer,0.46,Medium
32.9,52.9,96.9,Vegetative,Stem Borer,0.47,Medium
35.9,37.7,21.1,Ripening,Rice Bug,0.772,High
23.5,98.7,112.0,Vegetative,Rice Blast Risk,0.887,High
20.2,42.3,106.1,Tillering,Rice Blast Risk,0.518,Medium
37.1,43.5,43.3,Vegetative,Stem Borer,0.466,Medium
21.1,40.2,36.6,Flowering,Rice Blast Risk,0.631,Medium
22.0,69.9,16.5,Tillering,Leaf Folder,0.418,Low
23.8,61.1,110.0,Tillering,Rice Blast Risk,0.538,Medium
28.6,47.5,75.3,Ripening,Rice Bug,0.685,High
35.7,60.1,3.8,Tillering,Leaf Folder,0.348,Low
33.2,77.1,61.3,Tillering,Stem Borer,0.701,High
32.2,49.7,10.3,Ripening,Rice Bug,0.828,High
21.5,94.1,68.9,Tillering,Rice Blast Risk,1.0,High
25.2,51.4,61.1,Ripening,Rice Blast Risk,0.551,Medium
27.6,43.9,9.9,Flowering,Rice Bug,0.754,High
20.9,96.8,97.9,Ripening,Rice Blast Risk,1.0,High
23.5,86.7,31.5,Tillering,Rice Blast Risk,1.0,High
24.2,54.0,65.0,Tillering,Leaf Folder,0.614,Medium
20.5,88.9,76.7,Seedling,Rice Blast Risk,0.947,High
29.0,66.3,115.5,Seedling,Rice Bug,0.569,Medium
32.1,54.3,59.3,Seedling,Rice Bug,0.168,Low
19.4,88.8,110.1,Flowering,Rice Bug,0.832,High
27.6,82.7,42.6,Vegetative,Leaf Folder,0.904,High
33.6,50.9,102.9,Vegetative,Stem Borer,0.371,Low
33.0,72.5,28.3,Flowering,Rice Bug,1.0,High
34.3,55.9,84.9,Vegetative,Stem Borer,0.4,Low
27.0,30.1,10.6,Seedling,Brown Planthopper,0.334,Low
34.4,97.3,118.3,Tillering,Stem Borer,0.721,High
22.8,68.5,114.5,Tillering,Rice Blast Risk,0.553,Medium
25.2,71.9,53.1,Seedling,Rice Blast Risk,0.539,Medium
21.5,72.0,62.9,Vegetative,Stem Borer,0.669,Medium
27.3,68.5,71.7,Vegetative,Stem Borer,0.698,High
25.8,50.3,33.0,Flowering,Brown Planthopper,0.571,Medium
22.8,98.0,80.9,Vegetative,Rice Blast Risk,1.0,High
33.0,73.5,83.8,Seedling,Rice Bug,0.488,Medium
24.3,77.0,63.0,Vegetative,Leaf Folder,0.981,High
23.5,61.8,17.7,Tillering,Leaf Folder,0.323,Low
20.6,50.2,110.3,Flowering,Rice Blast Risk,0.639,Medium
26.8,34.5,13.8,Seedling,Brown Planthopper,0.318,Low
24.1,54.5,75.5,Ripening,Rice Blast Risk,0.568,Medium
25.4,42.3,12.4,Vegetative,Leaf Folder,0.638,Medium
22.7,76.3,17.5,Vegetative,Leaf Folder,0.629,Medium
33.3,91.5,2.5,Seedling,Brown Planthopper,0.459,Medium
36.6,51.2,43.6,Vegetative,Stem Borer,0.416,Low
28.0,53.3,76.7,Tillering,Stem Borer,0.657,Medium
30.9,76.9,62.6,Flowering,Rice Bug,1.0,High
35.3,40.4,80.9,Flowering,Rice Bug,0.836,High
38.0,95.1,81.0,Tillering,Stem Borer,0.709,High
30.3,55.5,16.8,Seedling,Stem Borer,0.227,Low
35.8,37.1,6.9,Vegetative,Leaf Folder,0.308,Low
36.2,42.2,75.0,Flowering,Rice Bug,0.736,High
33.8,95.3,78.4,Flowering,Rice Bug,0.982,High
27.2,47.3,66.8,Tillering,Stem Borer,0.708,High
19.6,76.4,29.5,Tillering,Stem Borer,0.716,High
18.3,40.9,97.3,Tillering,Stem Borer,0.487,Medium
27.5,43.6,9.1,Ripening,Rice Bug,0.75,High
27.9,91.5,75.9,Tillering,Leaf Folder,0.942,High
26.1,40.4,14.4,Tillering,Leaf Folder,0.708,High
29.4,31.3,78.5,Vegetative,Stem Borer,0.763,High
29.0,65.1,50.1,Tillering,Stem Borer,0.712,High
34.7,90.4,86.2,Flowering,Rice Bug,0.988,High
20.2,52.8,6.3,Ripening,Rice Bug,0.531,Medium
22.5,39.0,66.6,Flowering,Rice Blast Risk,0.539,Medium
33.9,98.8,17.4,Flowering,Rice Bug,0.897,High
35.0,77.4,81.9,Flowering,Rice Bug,1.0,High
37.9,89.5,14.4,Seedling,Brown Planthopper,0.545,Medium
35.5,82.6,8.8,Vegetative,Brown Planthopper,0.772,High
35.8,78.9,85.6,Vegetative,Stem Borer,0.663,Medium
24.3,56.9,7.6,Flowering,Rice Bug,0.511,Medium
26.0,52.7,26.9,Flowering,Brown Planthopper,0.612,Medium
23.4,80.2,99.0,Seedling,Rice Blast Risk,0.554,Medium
30.1,80.2,97.2,Seedling,Stem Borer,0.706,High
36.8,96.5,102.5,Tillering,Stem Borer,0.702,High
24.9,69.8,39.1,Ripening,Rice Bug,0.761,High
29.1,50.6,63.4,Seedling,Stem Borer,0.437,Medium
23.9,64.3,92.8,Ripening,Rice Blast Risk,0.611,Medium
21.4,73.0,16.4,Seedling,Rice Blast Risk,0.312,Low
21.9,59.9,86.9,Vegetative,Rice Blast Risk,0.541,Medium
19.2,85.4,11.7,Flowering,Rice Bug,0.729,High
37.0,70.9,109.6,Flowering,Rice Bug,0.972,High
26.1,30.7,76.5,Ripening,Rice Blast Risk,0.469,Medium
34.7,69.9,59.2,Seedling,Rice Bug,0.501,Medium
31.6,74.4,58.2,Seedling,Stem Borer,0.724,High
21.8,94.1,21.8,Tillering,Rice Blast Risk,0.792,High
21.5,59.0,41.5,Tillering,Rice Blast Risk,0.55,Medium
34.2,70.2,87.3,Vegetative,Stem Borer,0.721,High
23.3,63.2,64.9,Flowering,Rice Blast Risk,0.621,Medium
36.3,67.2,63.5,Vegetative,Rice Bug,0.479,Medium
20.8,34.7,23.4,Ripening,Rice Bug,0.441,Medium
31.6,92.8,82.8,Seedling,Stem Borer,0.695,High
34.3,93.7,47.0,Flowering,Rice Bug,1.0,High
22.7,68.4,21.9,Tillering,Stem Borer,0.342,Low
23.5,69.0,113.3,Seedling,Rice Blast Risk,0.583,Medium
37.3,34.0,60.8,Flowering,Rice Bug,0.808,High
23.3,71.9,63.4,Seedling,Rice Blast Risk,0.432,Medium
26.6,60.0,117.8,Tillering,Stem Borer,0.721,High
26.7,79.6,44.0,Flowering,Rice Bug,0.78,High
23.1,33.3,113.2,Seedling,Rice Blast Risk,0.537,Medium
33.5,79.8,83.4,Vegetative,Stem Borer,0.668,Medium
33.4,50.1,76.0,Vegetative,Stem Borer,0.37,Low
25.6,75.6,28.1,Ripening,Rice Bug,0.734,High
34.7,73.9,6.2,Vegetative,Stem Borer,0.585,Medium
22.3,45.9,52.5,Ripening,Rice Blast Risk,0.525,Medium
18.1,60.8,1.2,Tillering,Leaf Folder,0.333,Low
29.4,88.5,8.5,Ripening,Rice Bug,1.0,High
37.9,72.4,71.4,Ripening,Rice Bug,0.939,High
18.8,34.8,86.9,Vegetative,Stem Borer,0.313,Low
22.2,61.0,20.2,Tillering,Stem Borer,0.46,Medium
28.4,51.8,87.9,Flowering,Rice Bug,0.74,High
34.2,74.9,114.0,Seedling,Rice Bug,0.481,Medium
19.8,73.0,89.2,Flowering,Rice Bug,0.744,High
25.9,30.7,94.2,Tillering,Leaf Folder,0.66,Medium
32.9,72.5,84.1,Seedling,Rice Bug,0.474,Medium
25.4,81.4,27.0,Ripening,Brown Planthopper,0.825,High
21.8,83.8,43.3,Vegetative,Stem Borer,0.652,Medium
21.9,34.1,113.9,Ripening,Rice Blast Risk,0.535,Medium
26.2,51.3,79.3,Vegetative,Stem Borer,0.589,Medium
27.6,59.5,94.7,Tillering,Stem Borer,0.759,High
35.2,42.6,116.2,Vegetative,Stem Borer,0.391,Low
30.8,59.5,27.8,Ripening,Rice Bug,0.784,High
31.8,35.0,38.6,Ripening,Rice Bug,0.774,High
37.7,37.9,77.4,Flowering,Rice Bug,0.777,High
26.2,76.8,2.9,Ripening,Rice Bug,0.75,High
26.1,48.4,68.5,Flowering,Rice Blast Risk,0.569,Medium
36.5,79.8,97.0,Vegetative,Stem Borer,0.652,Medium
22.9,33.4,73.3,Ripening,Rice Blast Risk,0.491,Medium
32.6,69.4,35.4,Tillering,Rice Bug,0.495,Medium
33.1,57.4,86.9,Vegetative,Stem Borer,0.366,Low
20.0,85.8,17.5,Seedling,Brown Planthopper,0.571,Medium
27.4,84.9,107.4,Flowering,Rice Bug,1.0,High
22.0,56.3,12.1,Vegetative,Leaf Folder,0.314,Low
21.7,73.6,103.6,Flowering,Rice Bug,0.736,High
27.3,45.9,59.7,Seedling,Rice Blast Risk,0.557,Medium
23.8,70.6,51.4,Flowering,Rice Bug,0.747,High
33.9,35.7,60.1,Flowering,Rice Bug,0.764,High
36.2,60.4,24.0,Tillering,Stem Borer,0.403,Low
34.1,42.8,54.9,Flowering,Rice Bug,0.68,High
23.3,91.8,102.0,Ripening,Rice Blast Risk,0.892,High
23.5,61.1,96.1,Ripening,Rice Blast Risk,0.531,Medium
23.1,71.4,19.6,Tillering,Stem Borer,0.628,Medium
20.7,55.2,80.8,Ripening,Rice Blast Risk,0.532,Medium
36.9,50.2,102.8,Ripening,Rice Bug,0.812,High
26.0,44.2,98.4,Seedling,Rice Blast Risk,0.548,Medium
22.5,93.8,51.1,Vegetative,Rice Blast Risk,1.0,High
34.9,86.0,5.8,Flowering,Rice Bug,1.0,High
26.0,39.3,111.7,Tillering,Leaf Folder,0.703,High
18.7,82.3,47.5,Seedling,Brown Planthopper,0.34,Low
21.2,59.3,43.3,Tillering,Rice Blast Risk,0.551,Medium
30.8,31.1,91.1,Vegetative,Stem Borer,0.761,High
33.7,67.0,31.7,Flowering,Rice Bug,1.0,High
22.2,39.1,100.2,Tillering,Rice Blast Risk,0.578,Medium
36.3,44.7,9.1,Seedling,Rice Bug,0.181,Low
35.0,78.7,88.9,Seedling,Rice Bug,0.596,Medium
35.0,48.0,115.9,Vegetative,Stem Borer,0.36,Low
22.6,92.4,119.5,Seedling,Rice Blast Risk,0.9,High
19.0,76.0,110.9,Ripening,Rice Bug,0.732,High
35.3,88.3,104.5,Vegetative,Stem Borer,0.578,Medium
24.1,73.1,33.5,Flowering,Rice Bug,0.696,High
30.4,90.8,116.0,Seedling,Stem Borer,0.828,High
33.2,55.3,111.3,Tillering,Stem Borer,0.381,Low
20.6,68.4,64.1,Ripening,Rice Bug,0.679,Medium
33.6,66.1,48.2,Flowering,Rice Bug,1.0,High
36.8,93.3,13.1,Vegetative,Brown Planthopper,0.655,Medium
32.6,41.5,70.9,Flowering,Rice Bug,0.793,High
26.8,70.5,84.1,Tillering,Stem Borer,0.956,High
35.5,82.8,48.5,Vegetative,Stem Borer,0.714,High
28.5,55.9,48.7,Ripening,Rice Bug,0.693,High
32.9,90.7,68.8,Ripening,Rice Bug,1.0,High
34.4,56.1,3.3,Tillering,Leaf Folder,0.375,Low
33.0,42.1,114.9,Seedling,Rice Bug,0.243,Low
23.8,70.9,34.8,Tillering,Stem Borer,0.685,High
20.4,59.4,16.9,Tillering,Leaf Folder,0.322,Low
22.8,31.1,0.7,Ripening,Rice Bug,0.462,Medium
28.1,34.9,102.8,Flowering,Rice Bug,0.711,High
28.1,43.7,103.6,Vegetative,Stem Borer,0.784,High
29.7,83.9,11.4,Tillering,Leaf Folder,0.972,High
25.9,92.4,18.3,Seedling,Rice Blast Risk,0.694,High
33.7,68.2,53.7,Tillering,Rice Bug,0.442,Medium
36.3,37.4,22.3,Tillering,Stem Borer,0.446,Medium
22.9,67.4,88.3,Tillering,Rice Blast Risk,0.537,Medium
32.7,89.9,7.0,Tillering,Brown Planthopper,0.693,High
31.6,82.5,66.0,Tillering,Stem Borer,1.0,High
28.5,50.4,45.9,Flowering,Rice Bug,0.711,High
21.8,38.7,55.8,Tillering,Rice Blast Risk,0.582,Medium
33.9,93.0,51.0,Seedling,Rice Blast Risk,0.617,Medium
37.2,89.8,18.4,Flowering,Rice Bug,1.0,High
32.4,33.8,26.4,Flowering,Rice Bug,0.73,High
36.4,87.7,7.8,Flowering,Rice Bug,0.988,High
37.7,36.8,13.8,Flowering,Rice Bug,0.791,High
25.0,34.4,117.3,Seedling,Rice Blast Risk,0.587,Medium
30.8,83.1,33.6,Ripening,Rice Bug,0.992,High
27.5,67.5,36.8,Ripening,Rice Bug,0.976,High
37.7,59.0,15.3,Seedling,Rice Bug,0.33,Low
19.9,93.3,90.6,Vegetative,Stem Borer,0.729,High
26.2,88.8,110.9,Vegetative,Leaf Folder,0.98,High
35.5,34.0,94.8,Ripening,Rice Bug,0.717,High
23.7,73.1,73.5,Ripening,Rice Bug,0.801,High
33.8,84.1,97.6,Vegetative,Stem Borer,0.706,High
25.7,68.5,48.5,Flowering,Rice Bug,0.742,High
37.6,98.8,103.1,Vegetative,Stem Borer,0.706,High
35.7,78.0,95.8,Seedling,Rice Bug,0.517,Medium
24.0,37.3,0.2,Vegetative,Leaf Folder,0.647,Medium
33.4,43.9,58.5,Seedling,Rice Bug,0.31,Low
24.7,87.8,31.8,Ripening,Rice Blast Risk,1.0,High
30.1,99.8,10.3,Flowering,Rice Bug,1.0,High
31.2,36.9,101.5,Seedling,Stem Borer,0.469,Medium
34.6,37.0,1.0,Tillering,Leaf Folder,0.35,Low
18.5,83.4,87.6,Vegetative,Stem Borer,0.735,High
22.4,34.5,118.6,Tillering,Rice Blast Risk,0.6,Medium
32.2,34.8,57.8,Ripening,Rice Bug,0.801,High
29.3,92.2,44.5,Ripening,Rice Bug,1.0,High
27.9,86.0,72.7,Ripening,Rice Bug,1.0,High
19.1,91.7,96.6,Vegetative,Stem Borer,0.798,High
25.0,75.5,28.8,Seedling,Leaf Folder,0.623,Medium
35.3,52.6,30.1,Seedling,Rice Bug,0.242,Low
18.6,93.4,72.9,Seedling,Rice Blast Risk,0.639,Medium
25.9,50.9,112.8,Flowering,Rice Blast Risk,0.532,Medium
36.9,49.3,35.8,Flowering,Rice Bug,0.651,Medium
19.0,92.0,45.2,Ripening,Rice Bug,0.819,High
33.0,77.7,119.2,Seedling,Rice Bug,0.449,Medium
23.2,92.7,21.1,Vegetative,Rice Blast Risk,0.808,High
35.3,40.9,9.2,Flowering,Rice Bug,0.679,Medium
32.9,96.7,70.8,Flowering,Rice Bug,1.0,High
35.7,72.9,2.9,Tillering,Stem Borer,0.561,Medium
22.3,76.8,21.7,Seedling,Stem Borer,0.343,Low
28.6,94.0,74.7,Tillering,Leaf Folder,1.0,High
33.6,56.7,79.1,Seedling,Rice Bug,0.215,Low
22.9,80.4,61.3,Tillering,Stem Borer,0.671,Medium
22.6,74.8,46.0,Ripening,Rice Bug,0.759,High
18.5,85.1,69.1,Seedling,Rice Blast Risk,0.69,High
37.2,92.8,77.2,Seedling,Rice Blast Risk,0.609,Medium
32.2,77.6,96.4,Flowering,Rice Bug,0.95,High
30.7,34.7,95.1,Seedling,Stem Borer,0.401,Low
32.9,42.8,79.8,Ripening,Rice Bug,0.777,High
28.6,96.8,107.3,Flowering,Rice Bug,1.0,High
27.5,97.8,100.6,Tillering,Leaf Folder,0.946,High
27.0,97.7,16.0,Vegetative,Leaf Folder,0.984,High
30.8,32.6,114.8,Vegetative,Stem Borer,0.759,High
22.0,56.8,107.0,Vegetative,Rice Blast Risk,0.649,Medium
35.8,83.2,38.5,Ripening,Rice Bug,0.95,High
34.2,82.7,2.4,Flowering,Rice Bug,0.963,High
25.0,36.0,72.5,Vegetative,Leaf Folder,0.669,Medium
29.6,72.7,52.6,Seedling,Stem Borer,0.671,Medium
20.8,40.0,89.9,Tillering,Rice Blast Risk,0.512,Medium
37.4,64.5,63.0,Flowering,Rice Bug,0.762,High
36.1,46.8,9.2,Flowering,Rice Bug,0.827,High
36.4,33.7,29.4,Vegetative,Stem Borer,0.335,Low
24.6,35.6,105.9,Tillering,Leaf Folder,0.725,High
21.4,93.8,4.5,Seedling,Rice Blast Risk,0.771,High
22.2,82.1,88.4,Tillering,Stem Borer,0.717,High
19.8,95.2,35.0,Flowering,Rice Bug,0.83,High
20.4,62.9,54.3,Vegetative,Rice Blast Risk,0.566,Medium
19.4,58.9,63.7,Vegetative,Stem Borer,0.385,Low
37.8,55.1,30.0,Tillering,Stem Borer,0.436,Medium
19.5,73.1,78.2,Ripening,Rice Bug,0.741,High
20.7,54.6,83.2,Flowering,Rice Blast Risk,0.576,Medium
34.5,82.2,10.2,Ripening,Rice Bug,0.99,High
29.6,86.1,44.9,Seedling,Brown Planthopper,0.743,High
33.5,91.3,89.3,Ripening,Rice Bug,0.93,High
30.6,47.0,86.6,Seedling,Stem Borer,0.349,Low
35.6,66.9,65.4,Vegetative,Rice Bug,0.43,Medium
30.8,45.6,93.3,Tillering,Stem Borer,0.697,High
28.4,32.6,12.9,Vegetative,Leaf Folder,0.574,Medium
32.3,79.5,14.2,Ripening,Rice Bug,0.965,High
26.9,68.4,78.9,Ripening,Rice Bug,0.695,High
24.9,80.7,83.2,Tillering,Leaf Folder,1.0,High
27.4,36.1,97.7,Tillering,Stem Borer,0.65,Medium
21.4,99.7,21.7,Flowering,Rice Blast Risk,0.736,High
33.9,99.6,62.0,Flowering,Rice Bug,1.0,High
23.2,62.5,79.3,Tillering,Rice Blast Risk,0.634,Medium
21.1,90.6,26.8,Ripening,Rice Blast Risk,0.794,High
22.9,47.0,62.0,Seedling,Rice Blast Risk,0.548,Medium
34.8,81.6,76.6,Vegetative,Stem Borer,0.765,High
24.6,91.5,25.7,Seedling,Rice Blast Risk,0.844,High
31.7,87.0,45.1,Seedling,Stem Borer,0.721,High
35.1,86.8,26.0,Seedling,Brown Planthopper,0.471,Medium
19.6,62.4,108.4,Flowering,Rice Bug,0.523,Medium
33.3,87.4,28.4,Ripening,Rice Bug,0.932,High
24.2,78.3,14.5,Tillering,Leaf Folder,0.969,High
22.3,39.3,4.2,Tillering,Leaf Folder,0.422,Medium
31.8,38.0,5.4,Vegetative,Stem Borer,0.665,Medium
36.2,84.0,23.0,Seedling,Brown Planthopper,0.522,Medium
23.9,73.8,73.0,Tillering,Stem Borer,0.604,Medium
29.4,66.4,2.1,Seedling,Rice Bug,0.44,Medium
23.8,93.5,34.4,Flowering,Rice Blast Risk,0.966,High
29.1,76.2,7.0,Tillering,Leaf Folder,0.991,High
30.4,57.7,48.4,Vegetative,Stem Borer,0.637,Medium
30.2,59.0,5.8,Seedling,Stem Borer,0.288,Low
30.5,72.4,72.9,Vegetative,Stem Borer,1.0,High
20.7,83.2,82.6,Seedling,Rice Blast Risk,0.57,Medium
31.9,69.5,87.8,Flowering,Rice Bug,1.0,High
31.5,65.6,26.9,Tillering,Stem Borer,0.649,Medium
31.7,80.9,104.2,Flowering,Rice Bug,0.918,High
19.5,79.4,82.8,Tillering,Stem Borer,0.639,Medium
26.9,88.1,6.8,Ripening,Rice Blast Risk,0.716,High
26.2,34.4,52.9,Flowering,Rice Blast Risk,0.554,Medium
19.7,82.8,92.1,Seedling,Brown Planthopper,0.419,Low
22.4,66.0,37.3,Seedling,Rice Blast Risk,0.502,Medium
26.8,35.2,45.8,Ripening,Rice Blast Risk,0.557,Medium
32.9,77.5,75.6,Vegetative,Stem Borer,0.773,High
22.7,80.2,6.7,Flowering,Rice Bug,0.848,High
34.6,66.7,116.0,Flowering,Rice Bug,1.0,High
28.9,85.6,20.9,Flowering,Rice Bug,0.991,High
33.2,51.0,3.2,Vegetative,Leaf Folder,0.387,Low
